student ID,FirstName,LastName,StartDate,standard ,PayZone,Student ClassificationType,TerminationDescription,DepartmentType,Division,DOB,State, Student FunctionDescription,GenderCode,LocationCode,RaceDesc,Performance Score,Current student Rating,,,,,,,
3679,Pedro,Harrison,14-Dec-19,12,Erica Moore,pedro.harrison@bilearner.com,EW,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Engineers,7/16/1989,MA,Engineer,Male,54017,Asian,Divorced,Fully Meets,3
3680,Harrison,Hudson,27-Mar-20,12,Felicia Ashley,harrison.hudson@bilearner.com,MSC,commerce ,Part-Time,Zone B,Full-Time,Unk,,Production       ,Underground,9/14/1985,MA,Operator,Female,51584,Other,Divorced,Fully Meets,3
3681,Taniya,Lane,25-Nov-21,12,James Williams,taniya.lane@bilearner.com,TNS,commerce ,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,3/17/1976,MA,Project Manager,Female,75321,Black,Widowed,Fully Meets,3
3682,Rene,Wallace,8-Jul-23,12,Michael Diaz MD,rene.wallace@bilearner.com,PYZ,commerce ,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,4/28/1943,MA,Technician,Female,37646,Black,Single,Fully Meets,4
3683,Kai,Gaines,2-Nov-21,12,Mackenzie Porter,kai.gaines@bilearner.com,WBL,commerce ,Part-Time,Zone C,Temporary,Involuntary,Central baby moment benefit do.,Production       ,Finance & Accounting,1/6/1956,MA,Administration,Male,33204,Other,Divorced,Fully Meets,3
3684,Noelle,Levy,1-Dec-19,12,Robert Simmons,noelle.levy@bilearner.com,NEL,commerce ,Contract,Zone C,Part-Time,Involuntary,Scientist believe edge imagine push bit fast.,Production       ,Field Operations,8/3/1954,MA,Technician,Male,76198,Hispanic,Widowed,Fully Meets,3
3685,Kylie,Jimenez,16-Aug-22,12,Jordan Harrison,kylie.jimenez@bilearner.com,PL,commerce ,Full-Time,Zone C,Full-Time,Retirement,Factor doctor edge police.,Production       ,Project Management - Con,6/22/1986,MA,Coordinator,Male,10600,Asian,Widowed,Fully Meets,3
3686,Carly,Figueroa,25-Apr-21,12,Jesse Farmer,carly.figueroa@bilearner.com,BPC,commerce ,Part-Time,Zone A,Full-Time,Retirement,Concern expect add skill.,Production       ,Engineers,4/20/1998,MA,Director,Male,67909,White,Single,Exceeds,1
3687,Bria,Mcpherson,17-May-19,12,Brianna Blake,bria.mcpherson@bilearner.com,CCDR,commerce ,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,8/20/1944,MA,Supervisor,Female,26340,White,Divorced,Exceeds,1
3688,Brynn,Harding,4-May-19,12,Kathleen Clark,brynn.harding@bilearner.com,SVG,commerce ,Contract,Zone B,Full-Time,Involuntary,Matter man skill produce poor.,Production       ,Wireline Construction,9/19/1951,MA,Manager,Female,42113,Asian,Divorced,Exceeds,3
3689,Rashad,Wells,16-Jul-21,12,Jonathan Gutierrez,rashad.wells@bilearner.com,EW,commerce ,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,12/29/1960,MA,Laborer,Male,95832,Asian,Married,Exceeds,3
3690,Jaylene,Deleon,4-Aug-20,12,Adam Barber,jaylene.deleon@bilearner.com,MSC,commerce ,Part-Time,Zone A,Temporary,Voluntary,Size manager receive decide attention play plant.,Production       ,Yard (Material Handling),11/14/1950,MA,Laborer,Male,60287,White,Single,Needs Improvement,3
3691,Chace,Church,23-Nov-20,12,David Valenzuela,chace.church@bilearner.com,TNS,commerce ,Part-Time,Zone C,Full-Time,Unk,,Production       ,Finance & Accounting,1/3/1993,MA,Manager,Male,34316,Asian,Single,Needs Improvement,1
3692,Zayne,Hunter,11-Nov-19,12,Lisa Jordan,zayne.hunter@bilearner.com,PYZ,commerce ,Full-Time,Zone B,Part-Time,Unk,,Production       ,Aerial,12/15/1979,MA,Lineman,Male,75371,Black,Widowed,Needs Improvement,3
3693,Amya,Vega,20-May-19,12,Alexa Smith,amya.vega@bilearner.com,SVG,commerce ,Part-Time,Zone B,Temporary,Involuntary,Name social full approach. Position want win.,Production       ,Project Management - Con,8/1/1977,MA,Field Project Manager,Female,13727,White,Married,Exceeds,2
3694,Nickolas,West,5-Nov-19,12,Sue Harper,nickolas.west@bilearner.com,EW,commerce ,Full-Time,Zone A,Part-Time,Involuntary,Training civil attention exist matter water.,Production       ,Field Operations,3/11/1961,MA,Specialist,Female,94278,Hispanic,Married,PIP,4
3695,Cason,Neal,20-Sep-18,12,Savannah Schneider,cason.neal@bilearner.com,MSC,commerce ,Contract,Zone C,Temporary,Voluntary,Public ask American affect market order.,Production       ,Catv,11/28/1989,MA,Laborer,Female,70817,Hispanic,Divorced,PIP,4
3696,Aldo,Dyer,2-Sep-20,12,Chase Ramirez,aldo.dyer@bilearner.com,TNS,commerce ,Contract,Zone B,Part-Time,Resignation,Arrive its during organization about.,Production       ,Wireless,10/7/1989,MA,Foreman,Female,74423,Hispanic,Widowed,PIP,3
3697,Sonia,Skinner,28-Jun-20,12,Connor Galloway,sonia.skinner@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,12/26/1992,MA,Technician,Female,51256,Other,Single,PIP,4
3698,Julien,Banks,22-Mar-23,12,Savannah Weber,julien.banks@bilearner.com,WBL,commerce ,Full-Time,Zone A,Full-Time,Involuntary,Usually section evening with cup left.,Production       ,Catv,6/12/1984,MA,Foreman,Female,16462,Hispanic,Married,PIP,3
3699,Madelyn,Mcdonald,30-Aug-22,12,Justin Harris,madelyn.mcdonald@bilearner.com,PYZ,commerce ,Part-Time,Zone B,Temporary,Involuntary,Business draw with hear dream eat.,Production       ,Engineers,1/31/1977,MA,Engineer,Male,48065,Asian,Divorced,PIP,2
3700,Brenden,Nash,24-Oct-19,12,Wendy Rogers,brenden.nash@bilearner.com,PL,commerce ,Part-Time,Zone A,Temporary,Unk,,Production       ,Wireline Construction,4/12/1988,MA,Supervisor,Male,93840,Hispanic,Divorced,PIP,1
3701,Genesis,Coleman,9-Nov-19,12,Bryan Greer,genesis.coleman@bilearner.com,NEL,commerce ,Part-Time,Zone B,Temporary,Unk,,Production       ,Shop (Fleet),6/20/1948,MA,Mechanic,Male,35917,Other,Single,PIP,2
3702,Justice,Branch,13-Jul-19,12,David Brown,justice.branch@bilearner.com,MSC,commerce ,Part-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,4/22/1976,MA,Foreman,Male,22165,Asian,Single,Exceeds,3
3703,Addisyn,Guerrero,31-Aug-20,12,Cory Lee,addisyn.guerrero@bilearner.com,EW,commerce ,Part-Time,Zone A,Part-Time,Resignation,Tax herself interview maybe control.,Production       ,Engineers,2/15/1951,MA,Engineer,Female,87563,White,Widowed,Exceeds,4
3704,Addisyn,Aguilar,25-Jan-19,12,April Stevens,addisyn.aguilar@bilearner.com,CCDR,commerce ,Full-Time,Zone C,Part-Time,Involuntary,Message firm social daughter third ready.,Production       ,Field Operations,2/5/1976,MA,Associate,Female,20993,Asian,Married,Exceeds,5
3705,Marcos,Gallagher,21-Nov-20,12,Bridget Little,marcos.gallagher@bilearner.com,BPC,commerce ,Full-Time,Zone A,Part-Time,Involuntary,Any after despite suddenly decade.,Production       ,General - Sga,5/27/1967,MA,Vp,Female,88723,White,Single,Exceeds,3
3706,Mareli,Parker,23-Sep-19,12,Lisa Hamilton,mareli.parker@bilearner.com,WBL,commerce ,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,11/8/1974,MA,Laborer,Male,59933,White,Divorced,Exceeds,3
3707,Joshua,Mitchell,11-Dec-22,12,Kenneth Keller,joshua.mitchell@bilearner.com,TNS,commerce ,Contract,Zone B,Temporary,Unk,,Production       ,Engineers,12/1/1995,MA,Manager,Male,81280,Asian,Divorced,Exceeds,3
3708,Case,Gaines,21-Aug-20,12,Morgan Smith,case.gaines@bilearner.com,SVG,commerce ,Full-Time,Zone C,Part-Time,Resignation,Finally feeling often some.,Production       ,Fielders,2/19/1974,MA,Engineer,Male,13899,Black,Married,Exceeds,4
3709,Jacey,Reyes,4-Feb-19,12,Donald Powell,jacey.reyes@bilearner.com,PYZ,commerce ,Full-Time,Zone C,Part-Time,Voluntary,Provide late phone school score sound growth.,Production       ,Splicing,9/18/1969,MA,Splicer,Male,44907,Black,Divorced,Exceeds,5
3710,Dean,Middleton,29-Oct-21,12,Rebecca Henderson,dean.middleton@bilearner.com,PL,commerce ,Full-Time,Zone C,Part-Time,Unk,,Production       ,Aerial,10/16/1960,MA,Foreman,Female,64630,Hispanic,Single,Exceeds,1
3711,Marlene,Bates,17-Jul-21,12,David Bowman,marlene.bates@bilearner.com,NEL,commerce ,Part-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,1/3/1981,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
3712,Kyra,Ray,28-Apr-19,12,Christopher Robertson,kyra.ray@bilearner.com,MSC,commerce ,Part-Time,Zone C,Temporary,Retirement,Year color woman become year scene very.,Production       ,Field Operations,4/3/1956,MA,Technician,Male,33658,Asian,Married,Needs Improvement,5
3713,Melanie,Kennedy,21-Jul-20,12,Michelle Miller,melanie.kennedy@bilearner.com,EW,commerce ,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,4/10/1985,MA,Administrator,Male,87025,Hispanic,Widowed,Fully Meets,3
3714,Aleena,Mercer,19-Jan-20,12,Kyle Turner,aleena.mercer@bilearner.com,CCDR,commerce ,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,4/19/1965,MA,Laborer,Male,93985,White,Married,Fully Meets,4
3715,Jake,White,12-Sep-21,12,Dawn Mendoza,jake.white@bilearner.com,BPC,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,Project Management - Con,3/5/1976,MA,Coordinator,Male,27233,Black,Widowed,Fully Meets,4
3716,Chaim,Chase,31-Jul-22,12,David Goodman,chaim.chase@bilearner.com,SVG,commerce ,Full-Time,Zone A,Full-Time,Voluntary,Walk call activity onto seven about.,Production       ,General - Con,6/27/1993,MA,Laborer,Female,5569,Black,Married,Fully Meets,1
3717,Keshawn,Le,18-May-23,12,Samuel Turner,keshawn.le@bilearner.com,EW,commerce ,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,11/7/1992,MA,Specialist,Female,21090,Asian,Married,Fully Meets,2
3718,Dalton,Frazier,25-May-21,12,Claudia White,dalton.frazier@bilearner.com,MSC,commerce ,Contract,Zone C,Temporary,Voluntary,Save east phone arrive floor maybe.,Production       ,Field Operations,9/15/1946,MA,Driver,Female,52357,Other,Married,Fully Meets,4
3719,Cannon,Hester,22-Jul-22,12,David Ward,cannon.hester@bilearner.com,TNS,commerce ,Contract,Zone B,Full-Time,Unk,,Production       ,Underground,7/8/1947,MA,Laborer,Female,47989,Hispanic,Divorced,Fully Meets,3
3720,Crystal,Brandt,23-May-19,12,Andrew Schneider,crystal.brandt@bilearner.com,PYZ,commerce ,Part-Time,Zone B,Full-Time,Resignation,Young risk quality natural foreign claim.,Production       ,Field Operations,12/18/1958,MA,Laborer,Female,31486,White,Single,Fully Meets,3
3721,Johnny,Goodman,12-Feb-20,12,Loretta Gonzalez,johnny.goodman@bilearner.com,NEL,commerce ,Full-Time,Zone B,Full-Time,Resignation,Recent agent choose dark hard eye.,Production       ,Fielders,3/24/1960,MA,Engineer,Male,24794,Black,Widowed,Fully Meets,2
3722,Nehemiah,Hancock,16-Feb-20,12,Alice Key,nehemiah.hancock@bilearner.com,PL,commerce ,Part-Time,Zone B,Full-Time,Involuntary,Fast glass machine compare after check.,Production       ,Field Operations,8/31/1947,MA,Laborer,Male,80316,White,Married,Fully Meets,2
3723,Elliana,Villanueva,29-Apr-22,12,Ryan Downs,elliana.villanueva@bilearner.com,BPC,commerce ,Full-Time,Zone A,Temporary,Retirement,Everyone chair white situation result.,Production       ,Wireline Construction,8/30/1972,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3
3724,Essence,Schwartz,10-Oct-19,12,Alyssa Johnson,essence.schwartz@bilearner.com,CCDR,commerce ,Part-Time,Zone C,Temporary,Retirement,Board star job song. Hundred believe heavy.,Production       ,Field Operations,11/25/1969,MA,Laborer,Male,30194,Asian,Divorced,Fully Meets,4
3725,Ryker,Cox,7-Apr-19,12,Stephanie Patterson,ryker.cox@bilearner.com,SVG,commerce ,Contract,Zone B,Part-Time,Voluntary,Child write help growth home.,Production       ,Aerial,8/21/1955,MA,Lineman,Male,36808,Asian,Widowed,Fully Meets,1
3726,Averi,Stevenson,13-Jul-20,12,Sandra Richardson,averi.stevenson@bilearner.com,EW,commerce ,Contract,Zone A,Full-Time,Voluntary,Great like sea behind stock drop debate such.,Production       ,General - Con,7/25/1995,MA,Lineman,Female,36688,Other,Married,Fully Meets,4
3727,Katherine,Russo,26-Aug-21,12,Courtney Garcia,katherine.russo@bilearner.com,MSC,commerce ,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,1/15/1945,MA,Supervisor,Female,37883,Other,Divorced,Fully Meets,3
3728,Aydan,Robbins,23-Dec-21,12,Tamara Grant,aydan.robbins@bilearner.com,TNS,commerce ,Contract,Zone A,Part-Time,Unk,,Production       ,Splicing,2/7/1967,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5
3729,Heaven,Walls,8-Dec-22,12,Natasha Spears,heaven.walls@bilearner.com,BPC,commerce ,Contract,Zone B,Part-Time,Voluntary,Until reason late off training situation.,Production       ,Wireline Construction,1/1/1943,MA,Supervisor,Male,69873,Other,Divorced,Fully Meets,3
3730,Bobby,Chung,18-Jan-22,12,Sharon Vincent,bobby.chung@bilearner.com,CCDR,commerce ,Contract,Zone B,Temporary,Unk,,Production       ,Fielders,12/8/1965,MA,Engineer,Male,2548,Black,Widowed,Fully Meets,4
3731,Maximus,Fields,28-Feb-20,12,Kimberly Phelps,maximus.fields@bilearner.com,EW,commerce ,Part-Time,Zone B,Part-Time,Retirement,Along black change charge particular conference.,Production       ,Field Operations,7/4/1998,MA,Engineer,Male,73555,Hispanic,Single,Fully Meets,3
3732,Orion,Ochoa,31-May-20,12,Charles Hoover,orion.ochoa@bilearner.com,MSC,commerce ,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,7/3/1954,MA,Technician,Male,27650,Black,Widowed,Fully Meets,5
3733,Halle,Boyd,20-Apr-20,12,Deborah Stevens,halle.boyd@bilearner.com,NEL,commerce ,Contract,Zone C,Part-Time,Retirement,Half glass sport. Oil arm middle play lose such.,Production       ,Field Operations,10/15/1994,MA,Driver,Female,2035,Hispanic,Single,Fully Meets,3
3734,Lindsey,Rocha,7-Mar-19,12,Melissa Alvarez,lindsey.rocha@bilearner.com,PL,commerce ,Full-Time,Zone C,Temporary,Unk,,Production       ,Technology / It,7/21/1964,MA,Engineer,Male,74284,White,Divorced,Fully Meets,3
3735,Chace,Gray,29-May-19,12,Joel Nichols,chace.gray@bilearner.com,PYZ,commerce ,Contract,Zone C,Temporary,Unk,,Production       ,Wireless,7/11/1963,MA,Project Manager,Male,81455,White,Married,Fully Meets,1
3736,Carsen,Wheeler,18-Oct-20,12,Kimberly Soto,carsen.wheeler@bilearner.com,SVG,commerce ,Full-Time,Zone A,Part-Time,Resignation,Democrat home space past sense serious.,Production       ,Wireline Construction,7/2/1976,MA,Laborer,Male,95345,Other,Married,Fully Meets,2
3737,Arielle,Escobar,19-Nov-18,12,John Hill,arielle.escobar@bilearner.com,TNS,commerce ,Part-Time,Zone B,Part-Time,Unk,,Production       ,People Services,12/11/1946,MA,Director,Male,67176,Hispanic,Divorced,Fully Meets,5
3738,Kaitlynn,Blair,15-Apr-22,12,Steven Carter,kaitlynn.blair@bilearner.com,SVG,commerce ,Full-Time,Zone A,Temporary,Involuntary,Partner perhaps they rock.,Production       ,General - Con,9/3/2000,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3
3739,Amir,Melendez,24-Aug-18,12,Rachel Pham,amir.melendez@bilearner.com,EW,commerce ,Full-Time,Zone B,Temporary,Voluntary,Themselves specific seem want seek hospital.,Production       ,Field Operations,3/9/1951,MA,Tower Hand,Female,80870,Asian,Divorced,Fully Meets,3
3740,Monique,Buckley,15-Oct-22,12,Christopher Cunningham,monique.buckley@bilearner.com,MSC,commerce ,Full-Time,Zone C,Part-Time,Voluntary,Final like human late job.,Production       ,People Services,5/24/2001,MA,Intern,Female,12265,Other,Single,Fully Meets,4
3741,Clark,Blanchard,27-Feb-23,12,Brittany Marshall,clark.blanchard@bilearner.com,TNS,commerce ,Full-Time,Zone A,Temporary,Voluntary,Board industry once tough investment age.,Production       ,Field Operations,9/14/1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
3742,Gabriel,Pearson,22-Sep-21,12,Ryan Anderson,gabriel.pearson@bilearner.com,PYZ,commerce ,Contract,Zone A,Temporary,Resignation,Wait small thing staff.,Production       ,Field Operations,9/12/1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2
3743,Mercedes,Cook,30-May-20,12,Stephanie Valdez,mercedes.cook@bilearner.com,WBL,commerce ,Contract,Zone A,Part-Time,Unk,,Production       ,General - Con,9/13/1950,MA,Locator,Male,13394,Black,Married,Fully Meets,2
3744,Skyler,Blankenship,11-Sep-20,12,Christopher Garcia,skyler.blankenship@bilearner.com,NEL,commerce ,Part-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,12/22/1964,MA,Lineman,Female,50967,Asian,Widowed,Fully Meets,5
3745,Jordan,Davis,31-May-19,12,Sarah Cross,jordan.davis@bilearner.com,PL,commerce ,Full-Time,Zone C,Full-Time,Involuntary,So give cause soldier.,Production       ,General - Con,7/20/1978,MA,Technician,Male,8286,Asian,Single,Fully Meets,4
3746,Bridget,Wu,13-Jul-20,12,Judy Lambert,bridget.wu@bilearner.com,BPC,commerce ,Part-Time,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),8/21/1969,MA,Mechanic,Male,68039,Black,Widowed,Fully Meets,3
3747,Gabriel,Kirk,9-Sep-21,12,Chelsea Bright,gabriel.kirk@bilearner.com,CCDR,commerce ,Part-Time,Zone C,Temporary,Retirement,Soon glass reveal Republican could.,Production       ,Technology / It,2/17/1944,MA,Technician,Male,56563,Black,Widowed,Fully Meets,2
3748,Aron,Ali,6-Apr-19,12,Shawn Mckay,aron.ali@bilearner.com,SVG,commerce ,Full-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,8/20/1969,MA,Laborer,Male,96739,Other,Married,Fully Meets,1
3749,Kayden,Soto,16-Feb-21,12,Samantha Pugh,kayden.soto@bilearner.com,EW,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Project Management - Eng,5/2/1985,MA,Planner,Female,27488,Other,Married,Fully Meets,4
3750,Micaela,Conner,17-Feb-20,12,Sheryl Curtis,micaela.conner@bilearner.com,MSC,commerce ,Full-Time,Zone C,Part-Time,Unk,,Production       ,Engineers,2/16/1955,MA,Engineer,Male,49299,Black,Single,Fully Meets,1
3751,Arthur,Mitchell,15-Oct-21,12,Eric Knight,arthur.mitchell@bilearner.com,TNS,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,Aerial,12/24/1972,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
3752,Deven,Morse,6-Jul-22,12,Morgan Ross,deven.morse@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Temporary,Unk,,Production       ,Engineers,10/12/1954,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
3753,George,Villegas,5-Mar-19,12,Laura Mcpherson,george.villegas@bilearner.com,WBL,commerce ,Part-Time,Zone B,Part-Time,Involuntary,Truth resource more week hope generation.,Production       ,Project Management - Eng,9/29/1959,MA,Planner,Male,37926,White,Single,Fully Meets,4
3754,Arielle,Potts,2-Jun-20,12,Sarah Morgan,arielle.potts@bilearner.com,NEL,commerce ,Full-Time,Zone C,Full-Time,Voluntary,Stage necessary although they.,Production       ,Project Management - Con,5/31/1978,MA,Engineer,Male,76770,Black,Married,Fully Meets,1
3755,Maxwell,Howell,26-Nov-20,12,Emily Church,maxwell.howell@bilearner.com,PL,commerce ,Full-Time,Zone C,Full-Time,Resignation,Scientist heart others employee church century.,Production       ,Executive,4/21/2001,MA,Manager,Female,72484,Black,Married,Fully Meets,4
3756,Junior,Bridges,24-May-21,12,Melissa Hernandez,junior.bridges@bilearner.com,BPC,commerce ,Full-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,6/1/1944,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
3757,Salvatore,Noble,17-Oct-22,12,Debra Yang,salvatore.noble@bilearner.com,CCDR,commerce ,Full-Time,Zone B,Part-Time,Involuntary,Marriage sound myself others well morning wrong.,Production       ,Aerial,10/28/1993,MA,Lineman,Male,7481,Asian,Single,Fully Meets,2
3758,Heath,Hodges,16-Nov-22,12,Alejandro Palmer,heath.hodges@bilearner.com,SVG,commerce ,Contract,Zone A,Temporary,Retirement,Lawyer miss meet across agent.,Production       ,Engineers,12/20/1946,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3
3759,Gabriella,Warner,1-May-22,12,Emily Pugh,gabriella.warner@bilearner.com,EW,commerce ,Contract,Zone B,Full-Time,Retirement,Authority different including gun production.,Production       ,Yard (Material Handling),10/21/1958,MA,Laborer,Male,47326,Black,Married,Fully Meets,1
3760,Ryan,Tate,24-Aug-21,12,Sherry Morris,ryan.tate@bilearner.com,MSC,commerce ,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,2/12/1960,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
3761,Hazel,Vincent,22-Jun-23,12,Melissa Conrad,hazel.vincent@bilearner.com,CCDR,commerce ,Contract,Zone A,Full-Time,Involuntary,Item born upon blue.,Production       ,General - Sga,11/23/1987,MA,Assistant,Female,75880,Black,Married,Fully Meets,1
3762,Gavyn,Riggs,18-Jul-20,12,Lauren Villarreal,gavyn.riggs@bilearner.com,SVG,commerce ,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,5/11/1949,MA,Engineer,Female,65366,Black,Divorced,Fully Meets,2
3763,Giancarlo,Cross,12-Jan-23,12,Randall Williams,giancarlo.cross@bilearner.com,EW,commerce ,Full-Time,Zone B,Full-Time,Involuntary,They four last represent spend bit.,Production       ,Finance & Accounting,6/25/1950,MA,Clerk,Female,40231,White,Widowed,Fully Meets,3
3764,Cristal,Bradshaw,16-Feb-22,12,Tiffany Stone,cristal.bradshaw@bilearner.com,MSC,commerce ,Full-Time,Zone B,Temporary,Unk,,Production       ,General - Sga,12/13/1995,MA,Manager,Female,41487,Black,Single,Fully Meets,3
3765,Guadalupe,Burke,2-Sep-22,12,Eric Smith,guadalupe.burke@bilearner.com,TNS,commerce ,Part-Time,Zone A,Temporary,Unk,,Production       ,Yard (Material Handling),6/30/1969,MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3
3766,Elisa,Henry,2-Feb-19,12,Taylor Morris,elisa.henry@bilearner.com,PYZ,commerce ,Part-Time,Zone A,Part-Time,Resignation,Common no sure wonder up although.,Production       ,Yard (Material Handling),3/10/1943,MA,Manager,Female,10110,Black,Widowed,Fully Meets,3
3767,Kale,Fischer,26-Aug-21,12,Zachary Nelson,kale.fischer@bilearner.com,TNS,commerce ,Full-Time,Zone B,Part-Time,Retirement,Actually on Democrat down live base should.,Production       ,General - Con,3/7/1993,MA,Laborer,Female,46087,Black,Divorced,Fully Meets,2
3768,Morgan,Blackwell,31-Dec-20,12,David Garcia,morgan.blackwell@bilearner.com,SVG,commerce ,Contract,Zone B,Full-Time,Unk,,Production       ,Catv,5/30/1991,MA,Foreman,Female,37838,Black,Divorced,Fully Meets,4
3769,Ivan,Wright,12-Dec-20,12,Laura Chavez,ivan.wright@bilearner.com,PYZ,commerce ,Full-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,11/21/1952,MA,Engineer,Male,15968,Asian,Married,Fully Meets,3
3770,Nayeli,Hood,13-Jan-22,12,Rachel Jones,nayeli.hood@bilearner.com,PL,commerce ,Contract,Zone B,Temporary,Involuntary,Land physical tax.,Production       ,Aerial,1/26/1995,MA,Lineman,Male,21100,Asian,Married,Fully Meets,3
3771,Marilyn,Smith,24-Jan-21,12,Kathryn Jones,marilyn.smith@bilearner.com,NEL,commerce ,Part-Time,Zone B,Temporary,Retirement,Catch issue water night recognize mention.,Production       ,General - Con,9/20/1981,MA,Foreman,Male,65845,Asian,Married,Fully Meets,3
3772,Zoie,Rowland,8-Feb-22,12,Mrs. Rachel Henry,zoie.rowland@bilearner.com,MSC,commerce ,Full-Time,Zone A,Temporary,Retirement,Side most force better region operation language.,Production       ,Engineers,2/5/1966,MA,Engineer,Female,58535,Asian,Divorced,Fully Meets,3
3773,Ann,Nguyen,11-Oct-20,12,Laura Hernandez,ann.nguyen@bilearner.com,EW,commerce ,Part-Time,Zone A,Temporary,Retirement,Building possible too process do.,Production       ,Engineers,5/16/1972,MA,Engineer,Female,3994,Hispanic,Divorced,Fully Meets,3
3774,Ramiro,Savage,20-Jun-19,12,Justin Stanley,ramiro.savage@bilearner.com,CCDR,commerce ,Part-Time,Zone B,Full-Time,Involuntary,Success realize political move adult new.,Production       ,Engineers,4/6/1998,MA,Engineer,Male,32544,Black,Single,Fully Meets,3
3775,Karma,Koch,13-Jul-21,12,Amy Ross,karma.koch@bilearner.com,BPC,commerce ,Contract,Zone B,Part-Time,Resignation,Agency picture enjoy pattern since and piece.,Production       ,Field Operations,10/15/1980,MA,Laborer,Male,36153,Other,Widowed,Fully Meets,3
3776,Jacqueline,Hendrix,14-Oct-21,12,Benjamin Yates,jacqueline.hendrix@bilearner.com,WBL,commerce ,Contract,Zone A,Full-Time,Resignation,Goal someone serious myself way probably.,Production       ,General - Eng,4/28/1980,MA,Administrative,Male,34262,Black,Married,Fully Meets,3
3777,Kaitlin,Barker,9-Nov-21,12,Penny Estrada,kaitlin.barker@bilearner.com,TNS,commerce ,Contract,Zone C,Temporary,Unk,,Production       ,Aerial,3/21/1966,MA,Lineman,Male,12906,Black,Single,Fully Meets,3
3778,Semaj,Griffith,2-Apr-23,12,Frank Freeman,semaj.griffith@bilearner.com,SVG,commerce ,Full-Time,Zone A,Full-Time,Involuntary,Similar computer less four.,Production       ,Wireline Construction,2/9/1992,MA,Groundman,Male,30753,Other,Married,Fully Meets,3
3779,Damian,Burke,19-Oct-22,12,Regina Bryant MD,damian.burke@bilearner.com,PYZ,commerce ,Part-Time,Zone B,Temporary,Voluntary,About allow court us.,Production       ,Shop (Fleet),4/28/1963,MA,Technician,Female,60533,Other,Divorced,Fully Meets,3
3780,Jessie,Smith,9-May-20,12,Samantha Roberts,jessie.smith@bilearner.com,PL,commerce ,Part-Time,Zone C,Part-Time,Retirement,Everything look could economy PM fast.,Production       ,General - Con,11/16/1945,MA,Technician,Female,36882,Black,Widowed,Fully Meets,3
3781,Hezekiah,Cummings,18-Aug-19,12,Daniel Peterson,hezekiah.cummings@bilearner.com,NEL,commerce ,Contract,Zone B,Full-Time,Involuntary,Hot stay response fly himself accept.,Production       ,General - Con,1/23/1960,MA,Laborer,Male,62493,Black,Single,Fully Meets,3
3782,Brody,House,9-Mar-19,12,Dr. Matthew Harrell,brody.house@bilearner.com,MSC,commerce ,Full-Time,Zone B,Temporary,Retirement,Blood people direction all item.,Production       ,Field Operations,9/25/1984,MA,Driver,Male,92706,Asian,Widowed,Fully Meets,3
3783,Aaliyah,Watts,9-May-20,12,Jared Whitehead,aaliyah.watts@bilearner.com,EW,commerce ,Contract,Zone A,Full-Time,Unk,,Production       ,Fielders,4/11/1962,MA,Engineer,Male,7773,Asian,Divorced,Fully Meets,3
